City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
369,codrington,-38.2667,141.9667,11.74,89,100,7.55,AU,1723763357
370,adrar,20.5022,-10.0711,35.13,30,37,4.62,MR,1723763359
371,bontang,0.1333,117.5,24.7,89,17,2.45,ID,1723763360
372,katsuren-haebaru,26.3369,127.8719,30.01,89,75,2.06,JP,1723763361
373,chitu,39.2033,117.4028,27.0,89,91,1.0,CN,1723763362
374,corcoran,36.098,-119.5604,36.16,10,0,4.9,US,1723763365
375,yuci,37.6803,112.7319,21.86,83,40,2.0,CN,1723763366
376,kiama,-34.6833,150.8667,16.81,92,47,1.34,AU,1723763367
377,kuanda,56.3161,116.0806,13.21,87,21,1.47,RU,1723763370
378,arno,60.1167,18.6333,18.57,78,99,4.77,SE,1723763372
379,mogocha,53.7333,119.7667,14.39,88,89,4.54,RU,1723763374
380,kurtamysh,54.9103,64.4319,12.87,87,94,0.76,RU,1723763375
381,cidreira,-30.1811,-50.2056,14.54,82,12,2.94,BR,1723763376
382,laporte,41.6106,-86.7225,22.21,90,100,4.63,US,1723763144
383,chonchi,-42.6128,-73.8092,7.29,95,47,0.57,CL,1723763379
384,qamdo,31.1667,97.2333,3.46,78,100,1.19,CN,1723763114
385,pucon,-39.2822,-71.9543,6.18,87,55,0.71,CL,1723763231
386,mhamid,29.82,-5.72,34.72,10,0,3.72,MA,1723763388
387,salalah,17.0151,54.0924,24.05,100,100,1.54,OM,1723763390
388,loreto,22.2667,-101.9667,26.02,36,96,7.3,MX,1723763391
389,zouerate,22.7187,-12.4521,33.72,16,1,4.04,MR,1723763394
390,sur,22.5667,59.5289,30.26,63,24,4.37,OM,1723763396
391,lucapa,-8.4192,20.7447,21.0,22,33,1.23,AO,1723763397
392,mahanje,-9.9333,35.3333,17.72,54,34,0.99,TZ,1723763399
393,mezhdurechenskiy,59.6,65.9333,10.26,97,64,2.21,RU,1723763402
394,lamira,40.0242,-80.9879,28.18,46,100,1.42,US,1723763403
395,chipinge,-20.1883,32.6236,14.5,90,49,3.42,ZW,1723763404
396,vorgashor,67.5833,63.95,11.69,92,61,5.81,RU,1723763405
397,bodaybo,57.8506,114.1933,14.26,85,63,0.52,RU,1723763407
398,oranjemund,-28.55,16.4333,12.52,81,8,2.5,NA,1723763408
399,madalena,41.2162,-8.3345,23.59,69,0,1.42,PT,1723763409
400,kesinga,20.2,83.2333,25.66,91,100,0.78,IN,1723763410
401,egilsstadir,65.2653,-14.3948,7.95,93,100,3.6,IS,1723763210
402,mejit,10.2753,170.8646,28.15,78,99,5.91,MH,1723763413
403,kalispell,48.1958,-114.3129,32.17,25,0,2.57,US,1723763416
404,panguipulli,-39.6333,-72.3333,4.44,97,22,0.92,CL,1723763419
405,horta,38.5333,-28.6333,23.34,86,10,3.13,PT,1723763423
406,tadmur,34.5608,38.2805,28.23,38,0,7.23,SY,1723763424
407,champerico,14.3,-91.9167,29.7,69,73,2.4,GT,1723763425
408,pisco,-13.7,-76.2167,17.03,77,0,6.17,PE,1723763427
409,castillos,-34.1667,-53.8333,9.89,81,64,0.78,UY,1723763428
410,marang,5.2056,103.2059,25.12,88,100,1.59,MY,1723763429
411,coyhaique,-45.5752,-72.0662,2.59,98,81,2.15,CL,1723763189
412,paros,37.0833,25.15,28.1,57,0,5.66,GR,1723763432
413,itoman,26.1247,127.6694,30.01,79,75,2.06,JP,1723763433
414,udi,6.3144,7.4258,21.14,96,100,1.88,NG,1723763434
415,gebeit,21.0667,36.3167,30.96,42,78,1.82,SD,1723763436
416,zhalantun,48.0,122.7167,21.04,79,21,1.71,CN,1723763437
417,sarapul,56.4763,53.7978,11.2,95,100,6.03,RU,1723763438
418,portonovo,44.532,11.752,24.99,74,67,2.34,IT,1723763442
419,lamu,-2.2717,40.902,24.19,79,76,7.07,KE,1723763443
420,umaria,23.5333,80.8333,23.81,93,97,1.63,IN,1723763446
421,haikou,20.0458,110.3417,27.53,85,100,3.1,CN,1723763447
422,beolgyo,34.8449,127.3429,26.22,88,71,1.42,KR,1723763450
423,tatsinskiy,48.1968,41.2756,16.2,54,22,1.94,RU,1723763451
424,kolondieba,11.0882,-6.8926,23.32,89,61,1.52,ML,1723763452
425,dubbo,-32.25,148.6167,13.07,100,100,0.51,AU,1723763454
426,vallenar,-28.5708,-70.7581,18.71,50,100,1.31,CL,1723763455
427,eastend,49.5167,-108.8181,26.43,23,0,4.37,CA,1723763456
428,greenwood,34.1668,-82.1165,29.34,64,0,0.0,US,1723763457
429,lappersdorf,49.0569,12.09,22.69,82,0,0.45,DE,1723763462
430,strazhitsa,43.2333,25.9667,23.89,66,0,2.78,BG,1723763463
431,semdinli,37.3051,44.5742,20.35,38,0,3.04,TR,1723763464
432,taulaga,-11.0553,-171.0883,26.36,83,95,10.05,AS,1723763465
433,malango,-2.9627,119.9001,19.16,87,14,0.71,ID,1723763467
434,brady,31.1352,-99.3351,37.25,26,20,2.57,US,1723763468
435,waingapu,-9.6567,120.2641,22.67,76,4,3.03,ID,1723763469
436,nuuk,64.1835,-51.7216,5.34,75,75,5.14,GL,1723763471
437,rabak,13.1809,32.74,23.72,84,43,3.07,SD,1723763474
438,aripuana,-9.1667,-60.6333,29.07,44,57,1.29,BR,1723763475
439,morlaix,48.5833,-4.0,19.18,94,100,7.2,FR,1723763476
440,dakhla,23.6848,-15.958,19.8,88,0,9.49,EH,1723763477
441,floro,61.5996,5.0328,12.98,88,75,8.23,NO,1723763485
442,silute,55.3489,21.4831,17.47,62,67,3.83,LT,1723763486
443,thiruvarur,10.7667,79.65,28.26,78,87,2.82,IN,1723763488
